color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,category
Jamie Babbit,65.0,91.0,91.0,659.0,David Gallagher,982.0,381186.0,Drama|Thriller,Katy Mixon,The Quiet ,13485,3299,Edie Falco,0.0,deaf|death|dysfunctional family|godparent|secret,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,90.0,English,USA,R,900000.0,2005.0,796.0,6.4,2.35,698,Katy_Mixon|David_Gallagher|Edie_Falco|Jamie_Babbit,23
Drake Doremus,206.0,90.0,52.0,224.0,Charlie Bewley,34000.0,3388210.0,Drama|Romance,Jennifer Lawrence,Like Crazy ,46813,34983,Finola Hughes,1.0,girlfriend|immigration|long distance relationship|parents|student visa,http://www.imdb.com/title/tt1758692/?ref_=fn_tt_tt_1,150.0,English,USA,PG-13,250000.0,2011.0,487.0,6.7,1.78,12000,Jennifer_Lawrence|Charlie_Bewley|Finola_Hughes|Drake_Doremus,3
Nicole Holofcener,111.0,88.0,132.0,180.0,Marin Hinkle,435.0,13367101.0,Comedy|Drama|Romance,Greg Germann,Friends with Money ,19715,1140,Jake Cherry,2.0,friend|friendship|marital problem|money problems|nervous breakdown,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,166.0,English,USA,R,6500000.0,2006.0,230.0,5.9,2.35,515,Greg_Germann|Marin_Hinkle|Jake_Cherry|Nicole_Holofcener,17
James Algar,129.0,74.0,11.0,62.0,Penn Jillette,340.0,60507228.0,Animation|Family|Fantasy|Music,Quincy Jones,Fantasia 2000 ,27543,814,Russi Taylor,0.0,abstract|ark|disney|fairy tale|piano,http://www.imdb.com/title/tt0120910/?ref_=fn_tt_tt_1,186.0,English,USA,G,80000000.0,1999.0,243.0,7.3,1.78,607,Quincy_Jones|Penn_Jillette|Russi_Taylor|James_Algar,4
Gary Winick,159.0,105.0,56.0,22.0,Marcia DeBonis,898.0,53021560.0,Comedy|Drama|Romance,Vanessa Redgrave,Letters to Juliet ,74630,1026,Luisa Ranieri,1.0,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,156.0,English,USA,PG,30000000.0,2010.0,60.0,6.5,2.35,13000,Vanessa_Redgrave|Marcia_DeBonis|Luisa_Ranieri|Gary_Winick,17
Phillip Noyce,108.0,98.0,176.0,15.0,Terry Pheto,543.0,4291965.0,Biography|Drama|History,Derek Luke,Catch a Fire ,9334,678,Bonnie Henna,3.0,attack|coach|colonel|jail|oil refinery,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,59.0,English,France,PG-13,14000000.0,2006.0,113.0,6.7,2.35,447,Derek_Luke|Terry_Pheto|Bonnie_Henna|Phillip_Noyce,29
Brett Ratner,117.0,97.0,420.0,455.0,Don Cheadle,4000.0,28328132.0,Action|Comedy|Crime|Drama,Salma Hayek,After the Sunset ,38298,9814,Chris Penn,2.0,diamond|fbi|fbi agent|island|thief,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,58000000.0,2004.0,3000.0,6.3,2.35,782,Salma_Hayek|Don_Cheadle|Chris_Penn|Brett_Ratner,40
Ivan Reitman,27.0,107.0,425.0,247.0,Tony Jay,742.0,111936400.0,Comedy|Crime,Kelly Preston,Twins ,87538,2151,Hugh O'Brian,1.0,bare chested male|brother|catholic orphanage|long lost siblings|twins,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79.0,English,USA,PG,15000000.0,1988.0,384.0,6.0,1.85,0,Kelly_Preston|Tony_Jay|Hugh_O'Brian|Ivan_Reitman,14
Cal Brunker,83.0,89.0,7.0,91.0,Paul Scheer,3000.0,57011847.0,Adventure|Animation|Comedy|Family|Sci-Fi,Brendan Fraser,Escape from Planet Earth ,20615,3361,Jonathan Morgan Heit,2.0,alien|cult film|mission control|product placement|rescue,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,44.0,English,USA,PG,40000000.0,2013.0,190.0,5.9,2.35,0,Brendan_Fraser|Paul_Scheer|Jonathan_Morgan_Heit|Cal_Brunker,21
Eric Bress,185.0,120.0,19.0,829.0,Eric Stoltz,8000.0,23947.0,Sci-Fi|Thriller,Logan Lerman,The Butterfly Effect ,357579,12755,Cameron Bright,0.0,blackout|child pornography|memory|surprise ending|time travel,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,1100.0,English,USA,R,13000000.0,2004.0,902.0,7.7,1.85,15000,Logan_Lerman|Eric_Stoltz|Cameron_Bright|Eric_Bress,11
Steven Spielberg,252.0,145.0,14000.0,533.0,Frank Grillo,10000.0,132014112.0,Action|Mystery|Sci-Fi|Thriller,Tom Cruise,Minority Report ,399651,12546,Jessica Capshaw,0.0,future|murder|neo noir|washington d.c.|year 2054,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1,1331.0,English,USA,PG-13,102000000.0,2002.0,798.0,7.7,2.35,0,Tom_Cruise|Frank_Grillo|Jessica_Capshaw|Steven_Spielberg,11
Garry Marshall,108.0,111.0,0.0,529.0,Hector Elizondo,11000.0,108244774.0,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries ,94049,13645,Heather Matarazzo,2.0,cinderella story|fish out of water|makeover|manners|princess,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,301.0,English,USA,G,37000000.0,2001.0,995.0,6.2,1.85,0,Anne_Hathaway|Hector_Elizondo|Heather_Matarazzo|Garry_Marshall,24
Xavier Gens,193.0,94.0,87.0,280.0,Dougray Scott,866.0,39687528.0,Action|Crime|Drama|Thriller,Henry Ian Cusick,Hitman ,140780,2124,Ulrich Thomsen,1.0,hitman|impersonation|see through dress|topless female nudity|woman on top,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,376.0,English,France,R,24000000.0,2007.0,794.0,6.3,2.35,0,Henry_Ian_Cusick|Dougray_Scott|Ulrich_Thomsen|Xavier_Gens,9
David Dobkin,49.0,104.0,71.0,168.0,Vince Vieluf,1000.0,1789892.0,Comedy|Crime,Janeane Garofalo,Clay Pigeons ,9494,1795,Kevin Rahm,1.0,breasts|serial killer|small town|vomiting|widow,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,109.0,English,Germany,R,8000000.0,1998.0,261.0,6.6,1.85,515,Janeane_Garofalo|Vince_Vieluf|Kevin_Rahm|David_Dobkin,14
Marco Schnabel,150.0,87.0,12.0,645.0,Romany Malco,3000.0,32178777.0,Comedy|Romance|Sport,Justin Timberlake,The Love Guru ,43300,6658,Verne Troyer,6.0,bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs,http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1,250.0,English,USA,PG-13,62000000.0,2008.0,966.0,3.8,2.35,0,Justin_Timberlake|Romany_Malco|Verne_Troyer|Marco_Schnabel,8
Franklin J. Schaffner,2.0,118.0,76.0,249.0,William Hootkins,902.0,800000.0,Adventure|Mystery|Thriller,Frank Langella,Sphinx ,892,2079,John Gielgud,0.0,bat|curse|egyptologist|mummy|murder,http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1,21.0,English,USA,PG,14000000.0,1981.0,488.0,5.2,2.35,106,Frank_Langella|William_Hootkins|John_Gielgud|Franklin_J._Schaffner,13
Roland Emmerich,185.0,154.0,776.0,933.0,Adam Baldwin,10000.0,306124059.0,Action|Adventure|Sci-Fi,Will Smith,Independence Day ,430055,16785,Mary McDonnell,0.0,alien|area 51|military|spacecraft|spaceship,http://www.imdb.com/title/tt0116629/?ref_=fn_tt_tt_1,856.0,English,USA,PG-13,75000000.0,1996.0,2000.0,6.9,2.35,16000,Will_Smith|Adam_Baldwin|Mary_McDonnell|Roland_Emmerich,32
Orson Welles,90.0,92.0,0.0,18.0,Everett Sloane,1000.0,7927.0,Crime|Drama|Film-Noir|Mystery|Thriller,Rita Hayworth,The Lady from Shanghai ,19236,1055,Ted de Corsia,1.0,law partner|murder|partner|seaman|yacht,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,175.0,English,USA,Not Rated,2300000.0,1947.0,29.0,7.7,1.37,0,Rita_Hayworth|Everett_Sloane|Ted_de_Corsia|Orson_Welles,0
Roger Donaldson,222.0,111.0,79.0,287.0,Saffron Burrows,26000.0,30028592.0,Crime|Drama|Romance|Thriller,Jason Statham,The Bank Job ,152247,27755,Daniel Mays,0.0,chase|heist|london england|mobster|safe deposit,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1,189.0,English,UK,R,20000000.0,2008.0,811.0,7.3,2.35,0,Jason_Statham|Saffron_Burrows|Daniel_Mays|Roger_Donaldson,41
Alex Kendrick,34.0,129.0,589.0,341.0,Alex Kendrick,690.0,34522221.0,Drama,Ben Davies,Courageous ,15401,2300,T.C. Stallings,7.0,faith|fatherhood|integrity|police|responsibility,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,175.0,English,USA,PG-13,2000000.0,2011.0,589.0,7.0,2.35,10000,Ben_Davies|Alex_Kendrick|T.C._Stallings|Alex_Kendrick,23
Angelina Jolie Pitt,322.0,137.0,11000.0,465.0,Jack O'Connell,769.0,115603980.0,Biography|Drama|Sport|War,Finn Wittrock,Unbroken ,103589,2938,Alex Russell,0.0,emaciation|male nudity|plane crash|prisoner of war|torture,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,351.0,English,USA,PG-13,65000000.0,2014.0,698.0,7.2,2.35,35000,Finn_Wittrock|Jack_O'Connell|Alex_Russell|Angelina_Jolie_Pitt,20
Barbra Streisand,27.0,122.0,0.0,292.0,Austin Pendleton,12000.0,41252428.0,Comedy|Drama|Romance,Jeff Bridges,The Mirror Has Two Faces ,11453,13716,Mimi Rogers,0.0,columbia university|lecture|marriage|professor|sex,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,71.0,English,USA,PG-13,42000000.0,1996.0,592.0,6.5,1.85,0,Jeff_Bridges|Austin_Pendleton|Mimi_Rogers|Barbra_Streisand,2
Michael Caton-Jones,83.0,124.0,105.0,460.0,Bruce Willis,24000.0,54910560.0,Action|Adventure|Crime|Thriller,J.K. Simmons,The Jackal ,88225,38227,Sophie Okonedo,0.0,assassin|fbi|ira|jackal|russian,http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1,227.0,English,USA,R,60000000.0,1997.0,13000.0,6.3,2.35,0,J.K._Simmons|Bruce_Willis|Sophie_Okonedo|Michael_Caton-Jones,15
Andy Tennant,97.0,108.0,72.0,559.0,Mary Lynn Rajskub,982.0,127214072.0,Comedy|Romance,Ethan Embry,Sweet Home Alabama ,83786,4251,Courtney Gains,1.0,alabama|divorce|divorce papers|husband wife relationship|new york city,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,392.0,English,USA,PG-13,38000000.0,2002.0,935.0,6.1,2.35,0,Ethan_Embry|Mary_Lynn_Rajskub|Courtney_Gains|Andy_Tennant,8
Paul Feig,371.0,131.0,176.0,460.0,Wendi McLendon-Covey,722.0,169076745.0,Comedy|Romance,Matt Lucas,Bridesmaids ,218711,3229,Steve Bannos,6.0,best friend|failure|food|job|partial female nudity,http://www.imdb.com/title/tt1478338/?ref_=fn_tt_tt_1,485.0,English,USA,R,32500000.0,2011.0,655.0,6.8,2.35,27000,Matt_Lucas|Wendi_McLendon-Covey|Steve_Bannos|Paul_Feig,8
Roger Michell,167.0,91.0,50.0,67.0,Matt Malloy,521.0,66790248.0,Drama|Thriller,Sydney Pollack,Changing Lanes ,57281,758,Bruce Altman,0.0,car accident|feud|lawyer|revenge|road rage,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,350.0,English,USA,R,45000000.0,2002.0,108.0,6.5,2.35,0,Sydney_Pollack|Matt_Malloy|Bruce_Altman|Roger_Michell,23
Jack Sholder,138.0,87.0,28.0,217.0,Robert Rusler,426.0,30000000.0,Fantasy|Horror,Clu Gulager,A Nightmare on Elm Street 2: Freddy's Revenge ,43485,1472,Marshall Bell,0.0,freddy krueger|gay|gay subtext|homoeroticism|jock strap,http://www.imdb.com/title/tt0089686/?ref_=fn_tt_tt_1,327.0,English,USA,R,2200000.0,1985.0,359.0,5.4,1.85,0,Clu_Gulager|Robert_Rusler|Marshall_Bell|Jack_Sholder,1
Brian Gibson,28.0,118.0,13.0,643.0,Demi Moore,23000.0,44834712.0,Drama|Thriller,Joseph Gordon-Levitt,The Juror ,13995,26907,Anne Heche,1.0,breasts|mafia|sex scene|temple|woods,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,62.0,English,USA,R,44000000.0,1996.0,2000.0,5.6,2.35,353,Joseph_Gordon-Levitt|Demi_Moore|Anne_Heche|Brian_Gibson,23
Michael Moore,40.0,91.0,909.0,42.0,Pat Boone,909.0,6706368.0,Documentary,Michael Moore,Roger & Me ,22800,1048,Bob Eubanks,0.0,factory|flint michigan|general motors|michigan|quest,http://www.imdb.com/title/tt0098213/?ref_=fn_tt_tt_1,133.0,English,USA,R,160000.0,1989.0,91.0,7.5,1.66,667,Michael_Moore|Pat_Boone|Bob_Eubanks|Michael_Moore,14
Spike Lee,57.0,135.0,0.0,851.0,Michael Rapaport,1000.0,2185266.0,Comedy|Drama|Music,Gillian White,Bamboozled ,8720,4266,Jada Pinkett Smith,0.0,actor|minstrel show|protest|success|writer,http://www.imdb.com/title/tt0215545/?ref_=fn_tt_tt_1,186.0,English,USA,R,10000000.0,2000.0,975.0,6.5,1.85,1000,Gillian_White|Michael_Rapaport|Jada_Pinkett_Smith|Spike_Lee,27
Ruairi Robinson,120.0,98.0,7.0,507.0,Olivia Williams,805.0,23838.0,Horror|Sci-Fi|Thriller,Romola Garai,The Last Days on Mars ,28570,2271,Tom Cullen,0.0,alien infection|astronaut|mars|mission|zombie,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,160.0,English,UK,R,7000000.0,2013.0,766.0,5.5,2.35,0,Romola_Garai|Olivia_Williams|Tom_Cullen|Ruairi_Robinson,35
Mimi Leder,125.0,120.0,75.0,3000.0,Jon Favreau,11000.0,140459099.0,Action|Drama|Romance|Sci-Fi|Thriller,Morgan Freeman,Deep Impact ,135601,22750,Robert Duvall,0.0,astronomer|comet|mission|president|secretary,http://www.imdb.com/title/tt0120647/?ref_=fn_tt_tt_1,493.0,English,USA,PG-13,75000000.0,1998.0,4000.0,6.1,2.35,0,Morgan_Freeman|Jon_Favreau|Robert_Duvall|Mimi_Leder,42
Mike Leigh,103.0,154.0,608.0,149.0,Dexter Fletcher,1000.0,6201757.0,Biography|Comedy|Drama|History|Music|Musical,Jim Broadbent,Topsy-Turvy ,10037,1690,Lesley Manville,1.0,19th century|exhibition|gilbert and sullivan|gilbert and sullivan's princess ida|japanese,http://www.imdb.com/title/tt0151568/?ref_=fn_tt_tt_1,202.0,English,UK,R,10000000.0,1999.0,452.0,7.4,1.66,608,Jim_Broadbent|Dexter_Fletcher|Lesley_Manville|Mike_Leigh,29
Luc Jacquet,169.0,80.0,10.0,34.0,Sofie Gr??b??l,11000.0,77413017.0,Documentary,Morgan Freeman,March of the Penguins ,45984,11218,Romane Bohringer,0.0,chick|emperor penguin|journey|ocean|penguin,http://www.imdb.com/title/tt0428803/?ref_=fn_tt_tt_1,331.0,French,France,G,8000000.0,2005.0,108.0,7.6,1.85,0,Morgan_Freeman|Sofie_Gr??b??l|Romane_Bohringer|Luc_Jacquet,42
David Cronenberg,356.0,96.0,0.0,509.0,Naomi Watts,10000.0,17114882.0,Crime|Mystery|Thriller,Viggo Mortensen,Eastern Promises ,189249,17211,Raza Jaffrey,1.0,male pubic hair|pubic hair|russian|sex scene|turkish bath,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1,398.0,English,USA,R,25000000.0,2007.0,6000.0,7.7,1.85,0,Viggo_Mortensen|Naomi_Watts|Raza_Jaffrey|David_Cronenberg,0
Kelly Asbury,106.0,83.0,21.0,495.0,Charles Napier,13000.0,73215310.0,Adventure|Animation|Family|Western,Matt Damon,Spirit: Stallion of the Cimarron ,44143,14261,Zahn McClarnon,0.0,cavalry|escape|herd|stallion|wild stallion,http://www.imdb.com/title/tt0166813/?ref_=fn_tt_tt_1,216.0,English,USA,G,80000000.0,2002.0,503.0,7.0,2.35,4000,Matt_Damon|Charles_Napier|Zahn_McClarnon|Kelly_Asbury,10
Jonathan Liebesman,196.0,83.0,473.0,597.0,Jordana Brewster,20000.0,39511038.0,Horror,Matt Bomer,The Texas Chainsaw Massacre: The Beginning ,56269,26402,Lew Temple,0.0,cannibal|car accident|leatherface|psychopath|slaughterhouse,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,366.0,English,USA,R,16000000.0,2006.0,4000.0,5.9,1.85,0,Matt_Bomer|Jordana_Brewster|Lew_Temple|Jonathan_Liebesman,1
Jon M. Chu,138.0,107.0,209.0,357.0,Stephen Boss,2000.0,42385520.0,Drama|Music|Romance,Alyson Stoner,Step Up 3D ,47297,4059,Facundo Lombard,0.0,dance|dance crew|dancer|mortgage|new york city,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,86.0,English,USA,PG-13,30000000.0,2010.0,594.0,6.2,1.85,16000,Alyson_Stoner|Stephen_Boss|Facundo_Lombard|Jon_M._Chu,3
St??phane Aubier,99.0,80.0,2.0,186.0,Megan Mullally,6000.0,71442.0,Animation|Comedy|Crime|Drama|Family,Mackenzie Foy,Ernest & Celestine ,12029,6829,Lambert Wilson,0.0,bear|dentist|friendship|mouse|prejudice,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,32.0,French,France,PG,9600000.0,2012.0,637.0,7.9,1.85,0,Mackenzie_Foy|Megan_Mullally|Lambert_Wilson|St??phane_Aubier,27
Spencer Susser,134.0,106.0,58.0,973.0,Natalie Portman,23000.0,382946.0,Drama,Joseph Gordon-Levitt,Hesher ,43965,44969,Rainn Wilson,0.0,bully|car|car accident|fire|vomiting,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,99.0,English,USA,R,7000000.0,2010.0,20000.0,7.1,2.35,19000,Joseph_Gordon-Levitt|Natalie_Portman|Rainn_Wilson|Spencer_Susser,23
John Cameron Mitchell,108.0,95.0,263.0,179.0,Miriam Shor,263.0,3029081.0,Comedy|Drama|Music|Musical,John Cameron Mitchell,Hedwig and the Angry Inch ,26300,993,Andrea Martin,0.0,band|rock band|sex change|song|transsexual,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,231.0,English,USA,R,6000000.0,2001.0,261.0,7.8,1.85,0,John_Cameron_Mitchell|Miriam_Shor|Andrea_Martin|John_Cameron_Mitchell,27
Brian Helgeland,216.0,128.0,241.0,898.0,Christopher Meloni,11000.0,95001343.0,Biography|Drama|Sport,Harrison Ford,42 ,66511,16911,Nicole Beharie,0.0,baseball|baseball player|brooklyn dodgers|major league baseball|racism,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,200.0,English,USA,PG-13,40000000.0,2013.0,3000.0,7.5,2.35,28000,Harrison_Ford|Christopher_Meloni|Nicole_Beharie|Brian_Helgeland,29
Chris Kentis,235.0,79.0,9.0,7.0,Saul Stein,48.0,30500882.0,Adventure|Biography|Drama|Horror|Thriller,Blanchard Ryan,Open Water ,42256,67,Daniel Travis,1.0,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,916.0,English,USA,R,500000.0,2003.0,10.0,5.7,1.85,0,Blanchard_Ryan|Saul_Stein|Daniel_Travis|Chris_Kentis,29
Michael Polish,60.0,103.0,35.0,482.0,Anthony Edwards,548.0,1420578.0,Drama|Fantasy,Peter Coyote,Northfork ,4894,2389,Jon Gries,0.0,boy|caretaker|dam|evacuation|orphanage,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,122.0,English,USA,PG-13,1900000.0,2003.0,495.0,6.4,2.35,298,Peter_Coyote|Anthony_Edwards|Jon_Gries|Michael_Polish,23
Phillip Noyce,64.0,116.0,176.0,84.0,Michael Byrne,192.0,61355436.0,Action|Adventure|Romance|Sci-Fi|Thriller,Alun Armstrong,The Saint ,52136,475,Velibor Topic,0.0,cold fusion|disguise|energy|fusion|the saint,http://www.imdb.com/title/tt0120053/?ref_=fn_tt_tt_1,184.0,English,USA,PG-13,68000000.0,1997.0,117.0,6.2,2.35,0,Alun_Armstrong|Michael_Byrne|Velibor_Topic|Phillip_Noyce,16
Mitch Davis,27.0,113.0,7.0,35.0,Nathaniel Lees,11000.0,4720371.0,Adventure|Biography|Drama,Anne Hathaway,The Other Side of Heaven ,3203,11116,Miriama Smith,2.0,1950s|idaho|love|missionary|mormon,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,85.0,English,USA,PG,7000000.0,2001.0,43.0,6.5,1.85,650,Anne_Hathaway|Nathaniel_Lees|Miriama_Smith|Mitch_Davis,24
Christopher Nolan,185.0,118.0,22000.0,319.0,Maura Tierney,14000.0,67263182.0,Drama|Mystery|Thriller,Al Pacino,Insomnia ,218771,15658,Crystal Lowe,0.0,detective|insomnia|murder|partner|police,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1,651.0,English,USA,R,46000000.0,2002.0,509.0,7.2,2.35,0,Al_Pacino|Maura_Tierney|Crystal_Lowe|Christopher_Nolan,13
Jason Zada,185.0,93.0,4.0,4.0,Stephanie Vogt,533.0,26583369.0,Horror|Mystery|Thriller,Eoin Macken,The Forest ,20837,578,Gen Seto,1.0,forest|japan|suicide|suicide forest|supernatural,http://www.imdb.com/title/tt3387542/?ref_=fn_tt_tt_1,127.0,English,USA,PG-13,10000000.0,2016.0,35.0,4.8,1.85,10000,Eoin_Macken|Stephanie_Vogt|Gen_Seto|Jason_Zada,1
Alex Gibney,84.0,53.0,141.0,23.0,George W. Bush,141.0,274661.0,Crime|Documentary|War,Alex Gibney,Taxi to the Dark Side ,10564,313,Greg D'Agostino,0.0,afghanistan|detainee|guantanamo bay|taxi|torture,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,40.0,English,USA,R,1000000.0,2007.0,125.0,7.7,1.85,0,Alex_Gibney|George_W._Bush|Greg_D'Agostino|Alex_Gibney,34
F. Gary Gray,110.0,109.0,473.0,582.0,Jeff Kober,14000.0,26183197.0,Action|Crime|Drama|Thriller,Vin Diesel,A Man Apart ,38348,16611,Larenz Tate,0.0,bust|dea|drug cartel|justice|tragic hero,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,135.0,English,USA,R,36000000.0,2003.0,919.0,6.1,2.35,0,Vin_Diesel|Jeff_Kober|Larenz_Tate|F._Gary_Gray,9
Woody Allen,275.0,112.0,11000.0,159.0,Judy Davis,385.0,16684352.0,Comedy|Romance,Ornella Muti,To Rome with Love ,67893,1205,Alessandra Mastronardi,0.0,architect|celebrity|prostitute|shower|tourist,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,163.0,English,USA,R,17000000.0,2012.0,223.0,6.3,1.85,18000,Ornella_Muti|Judy_Davis|Alessandra_Mastronardi|Woody_Allen,37
Simon Wincer,71.0,92.0,23.0,162.0,Paul Hogan,460.0,25590119.0,Adventure|Comedy|Crime,Jere Burns,Crocodile Dundee in Los Angeles ,19699,1315,Linda Kozlowski,0.0,boat|crocodile|garbage can|knife|paramount pictures,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,119.0,English,Australia,PG,21150000.0,2001.0,442.0,4.8,1.85,387,Jere_Burns|Paul_Hogan|Linda_Kozlowski|Simon_Wincer,14
David Ayer,233.0,109.0,453.0,120.0,Martin Donovan,1000.0,10499968.0,Action|Crime|Drama|Thriller,Mireille Enos,Sabotage ,47498,1458,Maurice Compte,3.0,dea|drug cartel|kicked in the crotch|strip club|tough girl,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,212.0,English,USA,R,35000000.0,2014.0,206.0,5.7,1.85,10000,Mireille_Enos|Martin_Donovan|Maurice_Compte|David_Ayer,9
Martin Scorsese,85.0,134.0,17000.0,0.0,Tulku Jamyang Kunga Tenzin,2.0,5532301.0,Biography|Drama|History|War,Tenzin Thuthob Tsarong,Kundun ,21606,4,Tencho Gyalpo,0.0,chinese|dalai lama|lama|tibet|tibetan,http://www.imdb.com/title/tt0119485/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,28000000.0,1997.0,2.0,7.0,2.35,0,Tenzin_Thuthob_Tsarong|Tulku_Jamyang_Kunga_Tenzin|Tencho_Gyalpo|Martin_Scorsese,7
George Clooney,186.0,114.0,0.0,110.0,Malcolm Goodwin,142.0,31199215.0,Comedy|Drama|Romance|Sport,Robert Baker,Leatherheads ,27664,589,Matt Bushell,8.0,college football|fight|football|hero|surrender,http://www.imdb.com/title/tt0379865/?ref_=fn_tt_tt_1,120.0,English,USA,PG-13,58000000.0,2008.0,117.0,6.0,1.85,472,Robert_Baker|Malcolm_Goodwin|Matt_Bushell|George_Clooney,17
James Mottern,46.0,90.0,7.0,711.0,Joey Lauren Adams,87000.0,52166.0,Drama,Jimmy Bennett,Trucker ,2792,89263,Matthew Lawrence,3.0,cancer|cigarette smoking|hospital|one night stand|trucker,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,22.0,English,USA,R,2000000.0,2008.0,781.0,6.7,2.35,371,Jimmy_Bennett|Joey_Lauren_Adams|Matthew_Lawrence|James_Mottern,23
Michael Mann,357.0,140.0,0.0,1000.0,Christian Bale,40000.0,97030725.0,Biography|Crime|Drama|History|Romance,Johnny Depp,Public Enemies ,230931,64599,Stephen Graham,1.0,1930s|bank|celebrity criminal|fbi|public enemy number one,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1,585.0,English,USA,R,100000000.0,2009.0,23000.0,7.0,2.35,0,Johnny_Depp|Christian_Bale|Stephen_Graham|Michael_Mann,6
Je-kyu Kang,86.0,148.0,16.0,489.0,Bin Won,717.0,1110186.0,Action|Drama|War,Min-sik Choi,Tae Guk Gi: The Brotherhood of War ,31943,1730,Dong-gun Jang,2.0,1950s|archeologist|korea|korean war|soldier,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,224.0,Korean,South Korea,R,12800000.0,2004.0,517.0,8.1,2.35,0,Min-sik_Choi|Bin_Won|Dong-gun_Jang|Je-kyu_Kang,7
Will Finn,104.0,76.0,6.0,421.0,Roseanne Barr,12000.0,50026353.0,Animation|Comedy|Family|Music|Western,Steve Buscemi,Home on the Range ,13581,13607,G.W. Bailey,0.0,cattle|cow|dairy farm|farm|rustler,http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1,88.0,English,USA,PG,110000000.0,2004.0,513.0,5.4,1.78,304,Steve_Buscemi|Roseanne_Barr|G.W._Bailey|Will_Finn,33
Jeff Wadlow,350.0,103.0,65.0,405.0,Donald Faison,17000.0,28751715.0,Action|Comedy|Crime,Chlo?? Grace Moretz,Kick-Ass 2 ,202967,19168,Augustus Prew,0.0,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1,378.0,English,USA,R,28000000.0,2013.0,927.0,6.6,2.35,36000,Chlo??_Grace_Moretz|Donald_Faison|Augustus_Prew|Jeff_Wadlow,9
