,genres,plot_keywords,movie_title,actor_1_name,actor_2_name,actor_3_name,director_name,imdb_score,people,cat
4030,Drama|Music|Romance,box office flop|critically bashed|male objectification|narcissism|wannabe dj,We Are Your Friends ,Vanessa Lengies,Emily Ratajkowski,Jonny Weston,Max Joseph,6.1,Vanessa_Lengies|Emily_Ratajkowski|Jonny_Weston|Max_Joseph,19
4031,Action|Crime|Drama|Thriller,african american|code|dog|pigeon|samurai,Ghost Dog: The Way of the Samurai ,Henry Silva,Gano Grills,Richard Portnow,Jim Jarmusch,7.5,Henry_Silva|Gano_Grills|Richard_Portnow|Jim_Jarmusch,6
4032,Action|Crime|Drama|Thriller,blood splatter|friend|lapd|mexican|violence,Harsh Times ,J.K. Simmons,Christian Bale,Noel Gugliemi,David Ayer,7.0,J.K._Simmons|Christian_Bale|Noel_Gugliemi|David_Ayer,6
4033,Crime|Drama|Thriller,auto theft|based on true story|drug addict|kidnapping|violence,Captive ,David Oyelowo,Leonor Varela,Sydelle Noel,Jerry Jameson,5.3,David_Oyelowo|Leonor_Varela|Sydelle_Noel|Jerry_Jameson,29
4034,Comedy|Romance,birthday|friend|hollywood|party|sex,Full Frontal ,Julia Roberts,Enrico Colantoni,Blair Underwood,Steven Soderbergh,4.7,Julia_Roberts|Enrico_Colantoni|Blair_Underwood|Steven_Soderbergh,43
4035,Horror|Mystery|Thriller,evil spirit|hatchet|ouija|ouija board|psychopathic killer,Witchboard ,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,Kevin Tenney,5.7,Kathleen_Wilhoite|Tawny_Kitaen|Rose_Marie|Kevin_Tenney,11
4036,Comedy|Drama|Romance,controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex,Shortbus ,Sook-Yin Lee,Peter Stickles,Raphael Barker,John Cameron Mitchell,6.5,Sook-Yin_Lee|Peter_Stickles|Raphael_Barker|John_Cameron_Mitchell,2
4037,Animation|Biography|Documentary|Drama|History|War,bar|dog|interview|lebanon|nightmare,Waltz with Bashir ,Ari Folman,Ronny Dayag,Zahava Solomon,Ari Folman,8.0,Ari_Folman|Ronny_Dayag|Zahava_Solomon|Ari_Folman,35
4038,Adventure,jerusalem|journey|promised land|ship|wilderness,"The Book of Mormon Movie, Volume 1: The Journey ",Noah Danby,Kirby Heyborne,Bruce Newbold,Gary Rogers,3.3,Noah_Danby|Kirby_Heyborne|Bruce_Newbold|Gary_Rogers,13
4039,Documentary|War,american politics|iraq|iraq war|occupation|white house,No End in Sight ,Campbell Scott,Dick Cheney,Donald Rumsfeld,Charles Ferguson,8.3,Campbell_Scott|Dick_Cheney|Donald_Rumsfeld|Charles_Ferguson,22
4040,Drama|Romance,1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity,The Diary of a Teenage Girl ,Alexander Skarsg??rd,David Fine,Austin Lyon,Marielle Heller,6.9,Alexander_Skarsg??rd|David_Fine|Austin_Lyon|Marielle_Heller,19
4041,Documentary|History,1960s|astronaut|moon|nasa|spacecraft accident,In the Shadow of the Moon ,John F. Kennedy,Buzz Aldrin,Neil Armstrong,David Sington,8.1,John_F._Kennedy|Buzz_Aldrin|Neil_Armstrong|David_Sington,22
4042,Drama|Western,desert|oregon|survival|trust|water,Meek's Cutoff ,Bruce Greenwood,Zoe Kazan,Shirley Henderson,Kelly Reichardt,6.5,Bruce_Greenwood|Zoe_Kazan|Shirley_Henderson|Kelly_Reichardt,3
4043,Biography|Documentary|History,clitoris|deep throat|fellatio|oral sex|porn industry,Inside Deep Throat ,Hugh M. Hefner,Bill Maher,Linda Lovelace,Fenton Bailey,6.8,Hugh_M._Hefner|Bill_Maher|Linda_Lovelace|Fenton_Bailey,22
4044,Crime|Drama|Romance,detective|food|gangster|police|restaurant,Dinner Rush ,Danny Aiello,Manny Perez,Ajay Naidu,Bob Giraldi,7.3,Danny_Aiello|Manny_Perez|Ajay_Naidu|Bob_Giraldi,19
4045,Comedy|Drama,office|office politics|photo booth|snobbery|title directed by female,Clockwatchers ,Alanna Ubach,Bob Balaban,Jamie Kennedy,Jill Sprecher,6.4,Alanna_Ubach|Bob_Balaban|Jamie_Kennedy|Jill_Sprecher,2
4046,Comedy,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,The Virginity Hit ,Matt Bennett,Krysta Rodriguez,Zack Pearlman,Huck Botko,4.6,Matt_Bennett|Krysta_Rodriguez|Zack_Pearlman|Huck_Botko,17
4047,Comedy|Drama|Thriller,band|blackmail|safe|subway|train,Subway ,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade,Luc Besson,6.5,Christopher_Lambert|Isabelle_Adjani|Jean-Hugues_Anglade|Luc_Besson,2
4048,Comedy|Drama,artist|butchery|catholic|catholic school|friend,House of D ,Robin Williams,Mark Margolis,Frank Langella,David Duchovny,7.0,Robin_Williams|Mark_Margolis|Frank_Langella|David_Duchovny,49
4049,Comedy|Fantasy|Horror|Thriller,high school|purity|stepbrother|temptation|vagina dentata,Teeth ,Jess Weixler,Nathan Parsons,John Hensley,Mitchell Lichtenstein,5.4,Jess_Weixler|Nathan_Parsons|John_Hensley|Mitchell_Lichtenstein,11
4050,Action|Adventure|Comedy|Drama|Music|Sci-Fi,boy|guitar|orphan|rock 'n' roll|sword,Six-String Samurai ,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,Lance Mungia,6.7,Jeffrey_Falcon|Stephane_Gauger|Kim_De_Angelo|Lance_Mungia,4
4051,Action|Comedy|Romance|Thriller,elevator|news reporter|police|restaurant|waiter,Hum To Mohabbat Karega ,Karisma Kapoor,Bobby Deol,Shakti Kapoor,Kundan Shah,2.8,Karisma_Kapoor|Bobby_Deol|Shakti_Kapoor|Kundan_Shah,44
4052,Biography|Comedy|Drama|Music,deafness|disappearance|ears|ibiza|musician,It's All Gone Pete Tong ,Paul Kaye,Neil Maskell,Kate Magowan,Michael Dowse,7.4,Paul_Kaye|Neil_Maskell|Kate_Magowan|Michael_Dowse,2
4053,Comedy|Drama,city name in title|male frontal nudity|place name in title,Saint John of Las Vegas ,Peter Dinklage,Steve Buscemi,Romany Malco,Hue Rhodes,5.8,Peter_Dinklage|Steve_Buscemi|Romany_Malco|Hue_Rhodes,2
4054,Comedy|Drama|Romance|Sport,fight|gang|hiking|wales|working class,24 7: Twenty Four Seven ,Bob Hoskins,Annette Badland,Karl Collins,Shane Meadows,7.1,Bob_Hoskins|Annette_Badland|Karl_Collins|Shane_Meadows,2
4055,Drama,box office flop|critically bashed|gay rights|new york city|stonewall riots,Stonewall ,Jeremy Irvine,Caleb Landry Jones,Matt Craven,Roland Emmerich,4.5,Jeremy_Irvine|Caleb_Landry_Jones|Matt_Craven|Roland_Emmerich,3
4056,Animation|Comedy|Family|Romance,india|love|love at first sight|mumbai india|reference to edward scissorhands,Roadside Romeo ,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,Jugal Hansraj,5.3,Saif_Ali_Khan|Sanjay_Mishra|Javed_Jaffrey|Jugal_Hansraj,0
4057,Crime|Drama,gangster|heist|internet|mafia|miami florida,This Thing of Ours ,Vincent Pastore,Frank Vincent,Chuck Zito,Danny Provenzano,5.4,Vincent_Pastore|Frank_Vincent|Chuck_Zito|Danny_Provenzano,3
4058,Adventure|Family|Fantasy,cave|cobra|island|medallion|waterfall,The Lost Medallion: The Adventures of Billy Stone ,Alex Kendrick,Jansen Panettiere,Tiya Sircar,Bill Muir,4.8,Alex_Kendrick|Jansen_Panettiere|Tiya_Sircar|Bill_Muir,7
4059,Comedy|Drama|Musical|Romance,based on play|number in title,The Last Five Years ,Anna Kendrick,Jeremy Jordan,Charly Bivona,Richard LaGravenese,5.9,Anna_Kendrick|Jeremy_Jordan|Charly_Bivona|Richard_LaGravenese,2
4060,Drama,cellphone|detective|missing person|private detective|train,The Missing Person ,Merritt Wever,Amy Ryan,Paul Adelstein,Noah Buschel,6.2,Merritt_Wever|Amy_Ryan|Paul_Adelstein|Noah_Buschel,3
4061,Horror|Romance|Sci-Fi,female nudity|living dead|self mutilation|sequel|zombie,Return of the Living Dead III ,Melinda Clarke,Kent McCord,Sarah Douglas,Brian Yuzna,5.9,Melinda_Clarke|Kent_McCord|Sarah_Douglas|Brian_Yuzna,1
4062,Drama|Romance,bar|coke|drugs|party|snorting,London ,Jason Statham,Chris Evans,Dane Cook,Hunter Richards,6.6,Jason_Statham|Chris_Evans|Dane_Cook|Hunter_Richards,19
4063,Drama,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,Sherrybaby ,Brad William Henke,Kate Burton,Michelle Hurst,Laurie Collyer,6.6,Brad_William_Henke|Kate_Burton|Michelle_Hurst|Laurie_Collyer,3
4064,Drama|Horror|Mystery|Sci-Fi|Thriller,alien abduction|debate|lesbian|pregnant|spaceship,Circle ,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau,Aaron Hann,6.0,Jordi_Vilasuso|Michael_McLafferty|Kaiwi_Lyman-Mersereau|Aaron_Hann,31
4065,Horror|Thriller,camping|forest|lake|stabbed with glass|vomiting,Eden Lake ,Michael Fassbender,Jack O'Connell,Lorraine Stanley,James Watkins,6.8,Michael_Fassbender|Jack_O'Connell|Lorraine_Stanley|James_Watkins,11
4066,Thriller,gay interest|guitarist|obsessed fan|seduction|sex scene,Plush ,Frances Fisher,James Kyson,Marlene Forte,Catherine Hardwicke,5.4,Frances_Fisher|James_Kyson|Marlene_Forte|Catherine_Hardwicke,11
4067,Action|Comedy|Fantasy|Horror,blood|breasts|female nudity|lesbian|vampire,Vampire Killers ,MyAnna Buring,James Corden,Silvia Colloca,Phil Claydon,5.2,MyAnna_Buring|James_Corden|Silvia_Colloca|Phil_Claydon,1
4068,Action|Crime|Drama,carjacking|drug lord|johannesburg south africa|police|post apartheid,Gangster's Paradise: Jerusalema ,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,Ralph Ziman,7.8,Rapulana_Seiphemo|Kenneth_Nkosi|Robert_Hobbs|Ralph_Ziman,6
4069,Crime|Drama|Thriller,alibi|box office flop|newspaper clipping|non statutory female on male rape|profiler,Freeze Frame ,Colin Salmon,Lee Evans,Ian McNeice,John Simpson,6.4,Colin_Salmon|Lee_Evans|Ian_McNeice|John_Simpson,29
4070,Horror,ghost|ghost hunting|labyrinth|paranormal|reality show,Grave Encounters ,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,Colin Minihan,6.1,Mackenzie_Gray|Sean_Rogerson|Ashleigh_Gryzko|Colin_Minihan,1
4071,Comedy|Horror,cat killer|death of animal|high heels|kneed in the crotch|kneed in the groin,Stitches ,Peter McQuinn,Tommy Knight,Jemma Curran,Conor McMahon,5.7,Peter_McQuinn|Tommy_Knight|Jemma_Curran|Conor_McMahon,1
4072,Crime|Drama|Horror|Mystery|Thriller,betrayal|car|connection|death|gun,Nine Dead ,Daniel Baldwin,William Lee Scott,Marc Macaulay,Chris Shadley,5.5,Daniel_Baldwin|William_Lee_Scott|Marc_Macaulay|Chris_Shadley,29
4073,Comedy,fictitious country|latin america|president|rebellion|reference to fidel castro,Bananas ,Woody Allen,Charlotte Rae,Louise Lasser,Woody Allen,7.1,Woody_Allen|Charlotte_Rae|Louise_Lasser|Woody_Allen,5
4074,Action|Crime|Drama|Thriller,one word title,Rockaway ,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,Jeff Crook,4.6,Nicholas_Gonzalez|Mario_Cimarro|Ricardo_Chavira|Jeff_Crook,6
4075,Crime|Drama|Film-Noir|Mystery|Thriller,law partner|murder|partner|seaman|yacht,The Lady from Shanghai ,Rita Hayworth,Everett Sloane,Ted de Corsia,Orson Welles,7.7,Rita_Hayworth|Everett_Sloane|Ted_de_Corsia|Orson_Welles,29
4076,Horror|Thriller,death|desert|robber|sheriff|waitress,No Man's Land: The Rise of Reeker ,Mircea Monroe,Lew Temple,Robert Pine,Dave Payne,4.9,Mircea_Monroe|Lew_Temple|Robert_Pine|Dave_Payne,11
4077,Crime|Drama,1990s|homoeroticism|reference to kurt cobain|road trip|year 1994,Highway ,Jake Gyllenhaal,M.C. Gainey,Mark Rolston,James Cox,6.3,Jake_Gyllenhaal|M.C._Gainey|Mark_Rolston|James_Cox,3
4078,Comedy|Crime|Drama,fire investigator|landlord|suicide|talking to one's self in a mirror|turpentine,Small Apartments ,Noel Gugliemi,Saffron Burrows,Matt Lucas,Jonas ??kerlund,6.1,Noel_Gugliemi|Saffron_Burrows|Matt_Lucas|Jonas_??kerlund,47
4079,Comedy,barista|coffee|coffee shop|fight|insult,Coffee Town ,Sunil Narkar,Ben Schwartz,Glenn Howerton,Brad Copeland,6.6,Sunil_Narkar|Ben_Schwartz|Glenn_Howerton|Brad_Copeland,17
4080,Comedy|Fantasy|Musical|Sci-Fi,1950s|independent film|outlaw|trial,The Ghastly Love of Johnny X ,Kate Maberly,Kevin McCarthy,Paul Williams,Paul Bunnell,5.7,Kate_Maberly|Kevin_McCarthy|Paul_Williams|Paul_Bunnell,17
4081,Comedy|Drama,christmas tree|french canadian|new york|salesman,All Is Bright ,Sally Hawkins,Curtiss Cook,Peter Hermann,Phil Morrison,5.6,Sally_Hawkins|Curtiss_Cook|Peter_Hermann|Phil_Morrison,2
4082,Horror|Mystery,count|drawn and quartered|tied up|torture chamber|torture device,The Torture Chamber of Dr. Sadism ,Christopher Lee,Lex Barker,Karin Dor,Harald Reinl,6.0,Christopher_Lee|Lex_Barker|Karin_Dor|Harald_Reinl,1
4083,Comedy|Drama,addict|paternity|rascal|swimming pool|texas,Straight A's ,Jon Mack,Powers Boothe,Josh Meyers,James Cox,5.7,Jon_Mack|Powers_Boothe|Josh_Meyers|James_Cox,2
4084,Comedy|Musical,based on stage musical|based on stage musical based on stage play|freedom|historical fiction|virgin,A Funny Thing Happened on the Way to the Forum ,Buster Keaton,Zero Mostel,Phil Silvers,Richard Lester,7.0,Buster_Keaton|Zero_Mostel|Phil_Silvers|Richard_Lester,17
4085,Documentary,character name in title|election campaign|presidential election,Slacker Uprising ,Michael Moore,Eddie Vedder,Steve Earle,Michael Moore,5.3,Michael_Moore|Eddie_Vedder|Steve_Earle|Michael_Moore,22
4086,Action|Adventure|History|Western,1800s|doc holliday|robbers|sheriff|texas,The Legend of Hell's Gate: An American Conspiracy ,William McNamara,Kevin Alejandro,Glenn Morshower,Tanner Beard,4.4,William_McNamara|Kevin_Alejandro|Glenn_Morshower|Tanner_Beard,23
4087,Comedy|Horror,zombie|zombie spoof,The Walking Deceased ,Trenton Rostedt,Wray Crawford,Dave Sheridan,Scott Dow,3.4,Trenton_Rostedt|Wray_Crawford|Dave_Sheridan|Scott_Dow,1
4088,Thriller,blood|daughter|jail|police|shark,Shark Lake ,Melissa Bolona,Michael Aaron Milligan,James Chalke,Jerry Dugan,3.4,Melissa_Bolona|Michael_Aaron_Milligan|James_Chalke|Jerry_Dugan,11
4089,Crime|Drama,death|friend|high school|murder|police,River's Edge ,Keanu Reeves,Daniel Roebuck,Ione Skye,Tim Hunter,7.1,Keanu_Reeves|Daniel_Roebuck|Ione_Skye|Tim_Hunter,29
4090,Drama|Fantasy,boy|caretaker|dam|evacuation|orphanage,Northfork ,Peter Coyote,Anthony Edwards,Jon Gries,Michael Polish,6.4,Peter_Coyote|Anthony_Edwards|Jon_Gries|Michael_Polish,3
4091,Action|Thriller,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower,The Marine 4: Moving Target ,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,William Kaufman,5.2,Paul_McGillion|Mike_'The_Miz'_Mizanin|David_Lewis|William_Kaufman,21
4092,Drama|Mystery|Thriller,buried alive|coffin|iraq|one person|single set production,Buried ,Ryan Reynolds,Samantha Mathis,Erik Palladino,Rodrigo Cort??s,7.0,Ryan_Reynolds|Samantha_Mathis|Erik_Palladino|Rodrigo_Cort??s,31
4093,Comedy|Drama|Romance,15 year old|school|teen comedy|teen movie|virginity,Submarine ,Craig Roberts,Paddy Considine,Sally Hawkins,Richard Ayoade,7.3,Craig_Roberts|Paddy_Considine|Sally_Hawkins|Richard_Ayoade,2
4094,Drama,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,One to Another ,Karl E. Landler,Lizzie Brocher??,Pierre Perrier,Pascal Arnold,5.8,Karl_E._Landler|Lizzie_Brocher??|Pierre_Perrier|Pascal_Arnold,3
4095,Biography|Crime|Documentary|History|Thriller,new york city|passion|reenactment|rooftop|tower,Man on Wire ,Paul McGill,Philippe Petit,Jean-Louis Blondeau,James Marsh,7.8,Paul_McGill|Philippe_Petit|Jean-Louis_Blondeau|James_Marsh,18
4096,Drama,boat|one word title|sea|storm|survivor,Abandoned ,Siobhan Marshall,Peter Feeney,Rachel Nash,John Laing,6.3,Siobhan_Marshall|Peter_Feeney|Rachel_Nash|John_Laing,3
4097,Drama,basketball|burglary|police|robbery|teenage girl,Brotherly Love ,Logan Browning,Adam Ratcliffe,Faizon Love,Jamal Hill,7.2,Logan_Browning|Adam_Ratcliffe|Faizon_Love|Jamal_Hill,3
4098,Drama|Horror|Thriller,cult film|documentary crew|exorcism|found footage|satanic ritual,The Last Exorcism ,Caleb Landry Jones,Ashley Bell,Patrick Fabian,Daniel Stamm,5.6,Caleb_Landry_Jones|Ashley_Bell|Patrick_Fabian|Daniel_Stamm,11
4099,Biography|Drama|Music,1960s|childhood|friendship|love|the beatles,Nowhere Boy ,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,Sam Taylor-Johnson,7.2,Kristin_Scott_Thomas|Ophelia_Lovibond|Anne-Marie_Duff|Sam_Taylor-Johnson,3
4100,Drama,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,A Streetcar Named Desire ,Marlon Brando,Karl Malden,Kim Hunter,Elia Kazan,8.0,Marlon_Brando|Karl_Malden|Kim_Hunter|Elia_Kazan,3
4101,Comedy,bomber|doomsday|general|u.s. president|war room,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,George C. Scott,Slim Pickens,Keenan Wynn,Stanley Kubrick,8.5,George_C._Scott|Slim_Pickens|Keenan_Wynn|Stanley_Kubrick,17
4102,Drama|Romance,church|love|mexico|politics|priest,El crimen del padre Amaro ,Dami??n Alc??zar,Ana Claudia Talanc??n,Pedro Armend??riz Jr.,Carlos Carrera,6.8,Dami??n_Alc??zar|Ana_Claudia_Talanc??n|Pedro_Armend??riz_Jr.|Carlos_Carrera,19
4103,Drama|Fantasy,auroch|community|hospital|illness|six year old,Beasts of the Southern Wild ,Quvenzhan?? Wallis,Gina Montana,Dwight Henry,Benh Zeitlin,7.3,Quvenzhan??_Wallis|Gina_Montana|Dwight_Henry|Benh_Zeitlin,3
4104,Action|Sci-Fi,ape|general|gorilla|outer space|planet of the apes,Battle for the Planet of the Apes ,Roddy McDowall,Paul Williams,Claude Akins,J. Lee Thompson,5.5,Roddy_McDowall|Paul_Williams|Claude_Akins|J._Lee_Thompson,4
4105,Drama|Music,doctor|mountain|musician|song|university,Songcatcher ,Aidan Quinn,David Patrick Kelly,Jane Adams,Maggie Greenwald,7.3,Aidan_Quinn|David_Patrick_Kelly|Jane_Adams|Maggie_Greenwald,3
4106,Drama,1960s|belief in the afterlife|domestic violence|faith|minister,Higher Ground ,Donna Murphy,Bill Irwin,Michael Chernus,Vera Farmiga,6.3,Donna_Murphy|Bill_Irwin|Michael_Chernus|Vera_Farmiga,3
4107,Comedy|Documentary,advertising|movie in title|product placement,The Greatest Movie Ever Sold ,Quentin Tarantino,J.J. Abrams,Donald Trump,Morgan Spurlock,6.6,Quentin_Tarantino|J.J._Abrams|Donald_Trump|Morgan_Spurlock,22
4108,Comedy|Horror,based on ed gein|dog|hyperactive|macabre|zombie,Ed and His Dead Mother ,Steve Buscemi,Gary Farmer,Jon Gries,Jonathan Wacks,6.1,Steve_Buscemi|Gary_Farmer|Jon_Gries|Jonathan_Wacks,1
4109,Adventure|Drama,bhutan|buddhist|monk|storytelling|weaver,Travelers and Magicians ,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,Khyentse Norbu,7.5,Tshewang_Dendup|Lhakpa_Dorji|Sonam_Kinga|Khyentse_Norbu,13
4110,Western,imperative in title|judge|marshal|murder|vigilante,Hang 'Em High ,Clint Eastwood,Bruce Dern,Alan Hale Jr.,Ted Post,7.0,Clint_Eastwood|Bruce_Dern|Alan_Hale_Jr.|Ted_Post,15
4111,Crime|Drama|Film-Noir,editor|gangster|newspaper|organized crime|press,Deadline - U.S.A. ,Humphrey Bogart,Jim Backus,Kim Hunter,Richard Brooks,7.2,Humphrey_Bogart|Jim_Backus|Kim_Hunter|Richard_Brooks,3
4112,Horror|Thriller,birthday|birthday party|colonoscopy|hospital|surgery,Sublime ,George Newbern,Tom Cavanagh,Cas Anvar,Tony Krantz,5.3,George_Newbern|Tom_Cavanagh|Cas_Anvar|Tony_Krantz,11
4113,Action|Sci-Fi,fireworks|kiss|to be continued ending|uncle nephew relationship|usaf,Independence Daysaster ,Tom Everett Scott,Keenan Tracey,Nicholas Carella,W.D. Hogan,3.4,Tom_Everett_Scott|Keenan_Tracey|Nicholas_Carella|W.D._Hogan,4
4114,Comedy|Drama,ex boyfriend ex girlfriend relationship|gossip|inheritance|mansion|reference to howard university,Dysfunctional Friends ,Christian Keyes,Essence Atkins,Tatyana Ali,Corey Grant,5.4,Christian_Keyes|Essence_Atkins|Tatyana_Ali|Corey_Grant,2
4115,Crime|Drama,bechdel test failed|money|multiple outcomes|repeated event|subway,Run Lola Run ,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,Tom Tykwer,7.8,Moritz_Bleibtreu|Ludger_Pistor|Armin_Rohde|Tom_Tykwer,3
4116,Drama|Horror,case|doll|dry humor|friend|love,May ,James Duval,Will Estes,Nora Zehetner,Lucky McKee,6.7,James_Duval|Will_Estes|Nora_Zehetner|Lucky_McKee,3
4117,Adventure|Family,cave|salmon,Against the Wild ,Natasha Henstridge,CJ Adams,Erin Pitt,Richard Boddington,4.7,Natasha_Henstridge|CJ_Adams|Erin_Pitt|Richard_Boddington,7
4118,Horror,brother|cave|caver|dark|funeral,Living Dark: The Story of Ted the Caver ,Matthew Alan,Chris Cleveland,Circus-Szalewski,David Hunt,6.3,Matthew_Alan|Chris_Cleveland|Circus-Szalewski|David_Hunt,1
4119,Adventure|Drama,12 year old|boy|mexican|mexican immigrant|mexico,Under the Same Moon ,America Ferrera,Eugenio Derbez,Kate del Castillo,Patricia Riggen,7.4,America_Ferrera|Eugenio_Derbez|Kate_del_Castillo|Patricia_Riggen,13
4120,Action|Sci-Fi,ape|future|intelligence|revolution|slave revolt,Conquest of the Planet of the Apes ,Roddy McDowall,Gordon Jump,John Randolph,J. Lee Thompson,6.1,Roddy_McDowall|Gordon_Jump|John_Randolph|J._Lee_Thompson,4
4121,Crime|Drama,doctor|maine|only son|school choir|summer,In the Bedroom ,Tom Wilkinson,Sissy Spacek,Karen Allen,Todd Field,7.5,Tom_Wilkinson|Sissy_Spacek|Karen_Allen|Todd_Field,3
4122,Horror|Thriller,horror movie remake|rape|rape and revenge|rape victim|revenge,I Spit on Your Grave ,Sarah Butler,Chad Lindberg,Daniel Franzese,Steven R. Monroe,6.3,Sarah_Butler|Chad_Lindberg|Daniel_Franzese|Steven_R._Monroe,11
4123,Comedy|Crime|Romance,banker|beauty pageant|escaped convict|gay|pageant,"Happy, Texas ",Ally Walker,Illeana Douglas,Jeremy Northam,Mark Illsley,6.3,Ally_Walker|Illeana_Douglas|Jeremy_Northam|Mark_Illsley,47
4124,Drama|Romance,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire,My Summer of Love ,Paddy Considine,Natalie Press,Dean Andrews,Pawel Pawlikowski,6.8,Paddy_Considine|Natalie_Press|Dean_Andrews|Pawel_Pawlikowski,19
4125,Drama|Romance,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance,The Lunchbox ,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,Ritesh Batra,7.8,Nawazuddin_Siddiqui|Nimrat_Kaur|Lillete_Dubey|Ritesh_Batra,19
4126,Drama|Romance,beach|lebanese|loss|muslim|restaurant,Yes ,Shirley Henderson,Joan Allen,Stephanie Leonidas,Sally Potter,6.9,Shirley_Henderson|Joan_Allen|Stephanie_Leonidas|Sally_Potter,19
